task_name,id,definition,inputs,targets
task089_swap_words_verification,task089-8958b8df41bd448ab2c9a77bd7ca43ce,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",a sniffing cat a pair of blue high heels,"(2, 3)"
task1346_glue_cola_grammatical_correctness_classification,task1346-82271ce596804f1cb440e57b35883b8b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The socks are ready for it to be planned for you to put on.,0
task109_smsspamcollection_spamsmsdetection,task109-2369152b029b492191c02ed205cd99fb,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","Sorry, I'll call later ok bye",ham
task955_wiki_auto_style_transfer,task955-c3ed3de5ef4d477d805d7fec7bbec478,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","JPMorgan Chase Bank , N.A. , also known as Chase Bank , is a national bank headquartered in Manhattan , New York City .","J.P. Morgan Chase Bank , N.A. , doing business as Chase Bank , is a national bank headquartered in Manhattan , New York City , that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company , JPMorgan Chase ."
task089_swap_words_verification,task089-5ee140bc68e3453695af3c24ca8f1ff3,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A girl in gear baseball swinging at the ball,"(4, 5)"
task089_swap_words_verification,task089-75e4181fbe0a47a1bda8b64c7942ded0,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A small bathroom with the door half open to leading a toilet,"(9, 10)"
task089_swap_words_verification,task089-464110b2b018407e9715d9a592924e25,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The laptop is opened with iphone connected it to,"(8, 9)"
task089_swap_words_verification,task089-b7d79bb656e24c25be1845918c669d04,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",an image of a kitten that looking is out the window,"(7, 8)"
task585_preposition_classification,task585-1418b22350da4e2ea7288fd5487ca709,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: tool 
 Word2: farm",for
task585_preposition_classification,task585-dd72e333bb8f41b89cc6f69b37f7a56f,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: sound 
 Word2: breakfast",of
task089_swap_words_verification,task089-04f6224015d643529b294ff0e3c49f39,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A stove a has white top with a microwave above it,"(3, 4)"
task1346_glue_cola_grammatical_correctness_classification,task1346-d69cf32fe2a04d25b944e461ad9a1979,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Seven pine trees are behind that barn.,1
task955_wiki_auto_style_transfer,task955-b044c96940604f0592409491027dd8c6,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","The University of Tennessee is a public land-grant university in Knoxville , Tennessee .","The University of Tennessee ( also referred to as The University of Tennessee , Knoxville ; UT Knoxville ; UTK ; or UT ) is a public research university in Knoxville , Tennessee ."
task1346_glue_cola_grammatical_correctness_classification,task1346-678b68ab87344a3292baef16fa73baa8,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John danced waltzes across the room.,1
task089_swap_words_verification,task089-7a27bd3f2c9f431e839fcb516da0058c,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Two men racing a down curvy race track on motorcycles,"(4, 5)"
task089_swap_words_verification,task089-e36c2abe3d524cb196e574b21b6e887c,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",man A skiing in the water while jumping,"(1, 2)"
task955_wiki_auto_style_transfer,task955-4574baa07b1643f49cb8a4ca2025ebc7,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Standard Mandarin or Standard Chinese is the official modern Chinese spoken language used in mainland China and Taiwan , and is one of the four official languages of Singapore .","Standard Chinese , also known as Modern Standard Mandarin , Standard Mandarin , Modern Standard Mandarin Chinese ( MSMC ) , or simply Mandarin , is a standard variety of Chinese that is the sole official language of China , a national language of Taiwan and one of the four official languages of Singapore ."
task955_wiki_auto_style_transfer,task955-a2cf86803dda4b4cae594770d91d0da3,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Autolycus ' surviving works include a book on spheres ( called "" On the Moving Sphere "" ) and another on the rising and setting of celestial bodies .","Autolycus ' surviving works include a book on spheres entitled "" On the Moving Sphere "" ( Περι ̀ κινουμε ́ νης σφαι ́ ρας ) and another "" On Risings and Settings "" ( Περι ̀ ε ̓ πιτολω ͂ ν και ̀ δυ ́ σεων ) of celestial bodies ."
task089_swap_words_verification,task089-253faffd3eee46e2a90eb92d0a65f223,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A Japanese girl wearing a wig holds teddy a bear,"(8, 9)"
task1346_glue_cola_grammatical_correctness_classification,task1346-bba25cf760434c59938cebcb2db14a18,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The paper provides many clues.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-f5b64c200b44413c8e78938eee5d349f,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The toast buttered.,0
task109_smsspamcollection_spamsmsdetection,task109-80b8f8200b68490fa3e32eea4a46aea9,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Ok i am on the way to railway,ham
task1346_glue_cola_grammatical_correctness_classification,task1346-8936867ace5943be8dbdbb7ff597a119,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Aphrodite wanted to live and Ishtar tried to do,0
task955_wiki_auto_style_transfer,task955-71037c8975e24d7aaaa1908de33b749b,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The Kven language is a Finnic language spoken in northern Norway by the Kven people .,"The Kven language ( "" kva ̈ a ̈ ni "" or "" kva ̈ a ̈ nin kieli "" ; "" kainu "" or "" kainun kieli "" ) is a Finnish dialect spoken in northern Norway by the Kven people ."
task089_swap_words_verification,task089-ed2cb7fdbdea4a4aa417adc9e5966dc4,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A couple of zebra standing on top a of dirt field,"(8, 9)"
task1346_glue_cola_grammatical_correctness_classification,task1346-38bd4c644ce44fdfae1ef5be8c9a00f3,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",These points I'm going to ask Bill to make the old geezer take up later.,1
task089_swap_words_verification,task089-4ceff1836c134d93a90c6f6cbc6cd173,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",kitchen The sink and counter is clean and ready for us to use,"(1, 2)"
task089_swap_words_verification,task089-a8cb2a55ef2745baa85cb33d55cedc11,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A scene of a park with a plane in sky the in the background,"(10, 11)"
task1346_glue_cola_grammatical_correctness_classification,task1346-84d07d24cf004c04957a3cccc3ecacf7,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",A man to be in the garden is unlikely.,0
task089_swap_words_verification,task089-0fa0c9e38a7d4c25ad2fc613c06826bf,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",the are boys sitting on the surfboard in the ocean,"(2, 3)"
task089_swap_words_verification,task089-912602fcf6d1420c99b52edf86af8e24,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Plated salad and toast with a side of and coffee water,"(9, 10)"
task1346_glue_cola_grammatical_correctness_classification,task1346-6f75bfd809ae4e408324b9ce2571b3fd,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",What Mary donated was a lot of money to NPR.,0
task109_smsspamcollection_spamsmsdetection,task109-d5c1555316fb4d3c8736d766b8ee2a4e,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham
task089_swap_words_verification,task089-4d42838657984bca85fa44bf55a26ace,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A glass of beer and a stuffed teddy bear are on table the,"(12, 13)"
task1346_glue_cola_grammatical_correctness_classification,task1346-4b4b28520d534babba5f527ae1d0c42f,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",It seems to be a fountain in the park.,0
task089_swap_words_verification,task089-420a71f4c83e443bbcca43e16aa6b1a4,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",a two passenger airplane that red is and white stripped,"(6, 7)"
task1346_glue_cola_grammatical_correctness_classification,task1346-4c623f1239c84de795b855458834c31e,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John is wanted to win.,0
task089_swap_words_verification,task089-c1dc28c5701048a3b81d94280a61d38b,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A plate white topped with a slice of pizza,"(2, 3)"
task1346_glue_cola_grammatical_correctness_classification,task1346-bccc74b574594cd8b849aa180743eea2,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","No books survived the fire, did they?",1
task1346_glue_cola_grammatical_correctness_classification,task1346-21d9ac251c20442ca3a4e097139f1432,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Kim must will bake a cake.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-ef0ff566bae249d1957e481e8872b264,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The talkative and a bully man entered.,0
task089_swap_words_verification,task089-c9519c947d5e46b996795cd1298b2cee,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A group of people sit at table a and drink,"(7, 8)"
task955_wiki_auto_style_transfer,task955-5490fb6608fb4f25890e9187765e4420,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The Amborellaceae are a line of flowering plants that diverged very early on ( about 130 million years ago ) from all the other living species of flowering plants .,"That is , the Amborellaceae represent a line of flowering plants that diverged very early on ( about 130 million years ago ) from all the other extant species of flowering plants , and , among extant flowering plants , is the sister group to the other flowering plants ."
task089_swap_words_verification,task089-8a2d745cf413430b95f680dc5a26c518,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A four way stop sign on corner the of Kempa and Royal,"(7, 8)"
task089_swap_words_verification,task089-15734ec747d94d9b8d9cb21af11c9894,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A group of teens playing frisbee a in park,"(7, 8)"
task109_smsspamcollection_spamsmsdetection,task109-e44df75a9ba347bebf5afc24a211815d,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","sure, but make sure he knows we ain't smokin yet",ham
task1346_glue_cola_grammatical_correctness_classification,task1346-4aada9af3169427280124cb2390243a8,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Fanny pulled the blanket over herself.,1
task089_swap_words_verification,task089-1f05406226d340b391e971e5861d76cf,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A businessman a wearing suit and close up picture of suit,"(3, 4)"
task089_swap_words_verification,task089-9a6245abe14540e7ba7c78fcc8c12791,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",there is a small bird sitting on the ledge of building a,"(11, 12)"
task1346_glue_cola_grammatical_correctness_classification,task1346-05a28d532b30427b850f90a3b944f7f0,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Ron captured quickly a phoenix,0
task1346_glue_cola_grammatical_correctness_classification,task1346-88ff6ae0d7624a799d158ecfedfd05b8,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Every man who said he would buy some salmon did buy some salmon.,1
task109_smsspamcollection_spamsmsdetection,task109-c5e85d921b124c3f82e9200491a28ab7,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam
task109_smsspamcollection_spamsmsdetection,task109-ca5f75fd6cc04ca889b231e965cc13b3,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,spam
task1346_glue_cola_grammatical_correctness_classification,task1346-77e9943bced24a119f97a26df676730e,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Harriet alternated folk songs with pop songs.,1
task585_preposition_classification,task585-f4f4ec838abd47ee94df71ae49a92329,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: account 
 Word2: tax",for
task955_wiki_auto_style_transfer,task955-f2d4bb31011f4186a75c5d5cb984556f,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Chevrolet , also known as Chevy , is an automobile manufacturing company owned by General Motors .","Chevrolet , colloquially referred to as Chevy and formally the Chevrolet Division of General Motors Company , is an American automobile division of the American manufacturer General Motors ( GM ) ."
task109_smsspamcollection_spamsmsdetection,task109-572d8dbee19c47ddbd89e8f053b95950,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Wish i were with you now!,ham
task585_preposition_classification,task585-fad6b09f249344b095ff6e74195f23d8,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: drop 
 Word2: price",in
task1346_glue_cola_grammatical_correctness_classification,task1346-df84f9f33196447795542ccdf50c1576,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","Sue moved, and Mary also transferred, her business to a different location.",1
task955_wiki_auto_style_transfer,task955-8950147fd64b457084e65e30120951fd,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Juan was so devoted to Jesus Christ that he called him "" bossing "" ( Filipino word , for "" boss "" ) .","His devotion to Christ led Juan to refer to Jesus as "" bossing "" ( Filipino for "" boss "" , due to Jesus being considered as the "" shepherd "" , or "" boss "" , of the "" flock "" , the followers of Jesus ) ."
task585_preposition_classification,task585-a24cc67e60804747874427d6678cd5cf,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: partner 
 Word2: cable",for
task1346_glue_cola_grammatical_correctness_classification,task1346-7a405da25425435eba9aeb80ffc2bd96,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Jennie smiled the sandwich.,0
task089_swap_words_verification,task089-280bf27911894eb69e6326752d4b7fb5,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The horses are grazing in the meadow springtime in,"(8, 9)"
task955_wiki_auto_style_transfer,task955-7ed834f92b4e46a487af581abbf8dedd,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The party is an electoral extension of the Pakistan Peoples Party .,The Pakistan Peoples Party Parliamentarians ( PPPP ) is a Pakistani political party and an electoral extension of the Pakistan People 's Party ( PPP ) .
task1346_glue_cola_grammatical_correctness_classification,task1346-494eefd062ee43f6a0ce20e4bd9f2dd0,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John would be liked to win.,0
task089_swap_words_verification,task089-a97fda56d3064e978183c02626a0aed4,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Apples and oranges lined up next each to other by a window,"(7, 8)"
task109_smsspamcollection_spamsmsdetection,task109-da548bfe644a479ba00a6e91bc19eb2c,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","Sorry, I'll call later",ham
task109_smsspamcollection_spamsmsdetection,task109-9a36d741ad2a4096939a39f9ef0a5019,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.","Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham
task1346_glue_cola_grammatical_correctness_classification,task1346-7ab135922108469e88d94d9a905c3294,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Chocolate cakes and pies are my favorite desserts.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-eb0a05cac4534439b12eaa1930e3c549,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",That the sun is out was obvious.,0
task089_swap_words_verification,task089-0065d850f86a4839bf53806d7cb2254b,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The stop sign is posted below a railroad sign crossing,"(9, 10)"
task1346_glue_cola_grammatical_correctness_classification,task1346-29c2b657447f4b298440dda894790ffb,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","I demand that John pay more, the more he eats.",1
task1346_glue_cola_grammatical_correctness_classification,task1346-533db4fb339d49d9b08cd0de7536ad72,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","After reading the pamphlet, Judy threw them into the garbage can.",0
task955_wiki_auto_style_transfer,task955-94fa56a55ef54495872be5ebe9aa50f0,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",Calw ( -RSB- ; locally khalp ) is a town in the middle of Baden-Wu ̈ rttemberg in the south of Germany .,"Calw ( -RSB- ; previously pronounced kalp and sometimes spelled "" Kalb "" accordingly ) is a town in the middle of Baden-Wu ̈ rttemberg in the south of Germany , capital and largest town of the district Calw ."
task1346_glue_cola_grammatical_correctness_classification,task1346-2e8264e920f74a159e52bdf98879fc5d,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",We peered into the closet.,1
task089_swap_words_verification,task089-892f751130be4e37a5e5d93bcbe49afa,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A with pizza cheese and leafy vegetables next to a beer glass,"(2, 3)"
task1346_glue_cola_grammatical_correctness_classification,task1346-fcae965aac674e4785a98f5deb769514,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Readings Shakespeare satisfied me,0
task089_swap_words_verification,task089-ce4f7b6cc1a648729388f9c2430045d8,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A man taking a swing at a ball tennis,"(8, 9)"
task089_swap_words_verification,task089-d2528210c9754763b4b3b3a9aec06dc7,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",very Some cute stuffed animals sitting close together,"(1, 2)"
task1346_glue_cola_grammatical_correctness_classification,task1346-ea75f36680874d758f18bf2f3f8a50c7,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The wall is being touched by John.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-c255c6dff783461ea571330d8b4d4835,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Jessica stuffed boxes at the truck.,0
